x0,y0,d,theta0_degree,delta_theta_degree,gain,mse
43.1540,68.6888,0.2795,14.0341,0.9917,1.3006,252.6567
38.2355,53.2583,0.2883,32.2560,1.0211,1.3908,85.7213
39.8957,52.8525,0.2798,32.3277,1.0054,1.3840,61.3902
40.1418,60.7713,0.2835,24.9636,0.9823,1.3843,92.5822
41.7438,60.5090,0.2753,25.5641,0.9603,1.3673,94.7126
38.7315,54.4715,0.2863,31.7582,0.9878,1.4025,64.5125
39.9355,50.5189,0.2793,36.0377,0.9941,1.3723,91.1514
40.0316,52.8438,0.2791,33.7322,1.0332,1.3666,84.3799
42.6415,66.9818,0.2791,20.0954,0.9444,1.3177,227.2974
40.0705,63.3486,0.2867,22.8783,1.0246,1.3735,115.1477
40.7608,67.0597,0.2884,18.0405,1.0024,1.3415,205.3915
38.2314,53.8417,0.2886,30.9182,0.9907,1.3999,81.6544
41.6061,58.0337,0.2738,28.4965,0.9464,1.3763,73.4946
39.1076,57.1985,0.2858,29.7252,1.0000,1.4030,54.2435
42.3955,68.0438,0.2820,16.7134,0.9834,1.3167,232.8527
44.0039,66.0686,0.2712,18.0741,0.9683,1.3039,208.5288
40.8333,45.4039,0.2757,41.8239,1.0507,1.2928,233.6059
39.4664,54.1666,0.2824,32.5219,1.0126,1.3898,58.8905
44.2169,70.9956,0.2787,12.3046,0.9813,1.2711,314.0194
39.5951,52.8310,0.2813,33.4201,1.0091,1.3842,67.6292
45.8594,69.7631,0.2686,13.4116,1.0291,1.2548,287.7341
39.8314,46.1220,0.2805,39.0333,0.9997,1.3375,174.2137
39.6847,51.7187,0.2807,34.9002,1.0156,1.3730,86.5426
40.9439,45.1129,0.2753,39.8536,0.9800,1.3217,190.9840
38.7007,46.1477,0.2862,40.2688,1.0216,1.3367,197.4321
39.1875,60.3422,0.2879,26.6203,0.9851,1.3946,92.1931
41.1724,57.1882,0.2754,28.7807,1.0000,1.3839,38.5971
43.4534,64.1212,0.2710,20.8756,0.9845,1.3271,151.7071
43.9472,63.8482,0.2683,20.6369,0.9657,1.3159,167.6507
38.0309,45.9700,0.2896,40.6204,0.9574,1.3597,193.8702
40.5056,60.5570,0.2815,25.6910,1.0441,1.3732,77.1081
42.9507,62.2022,0.2711,23.4072,1.0624,1.3190,136.5521
41.3681,60.9366,0.2776,22.6120,0.9630,1.3613,118.3378
39.2117,59.9713,0.2874,26.6841,0.9988,1.3959,80.1251
43.7344,70.9159,0.2808,11.8072,1.0043,1.2821,296.4004
41.7498,45.9335,0.2708,39.4740,0.9783,1.3167,179.0991
38.5856,52.2165,0.2863,34.4092,0.9914,1.3929,84.9424
40.6931,66.0735,0.2872,19.3730,0.9635,1.3407,213.4463
40.5259,49.6671,0.2763,34.8268,0.9526,1.3671,108.7284
39.4970,60.5096,0.2865,26.6567,1.0195,1.3909,76.0208
42.6780,67.4068,0.2796,18.9837,0.9659,1.3186,222.0361
43.5816,64.1129,0.2704,22.9489,1.0382,1.3099,164.8073
39.6719,56.7031,0.2826,29.5349,1.0082,1.3977,44.0744
40.0787,51.8782,0.2787,32.7684,1.0376,1.3624,89.4073
39.7690,60.0276,0.2847,23.5544,1.0365,1.3857,70.2554
41.4019,49.5041,0.2718,36.3540,1.0195,1.3346,123.8122
39.0835,61.4469,0.2895,24.4522,1.0058,1.3886,104.6254
37.9566,48.4517,0.2894,38.3844,0.9520,1.3813,148.8788
40.0967,64.7855,0.2884,20.4262,1.0552,1.3606,140.5279
43.7568,68.2364,0.2758,15.8098,1.0266,1.3019,220.4551
39.6693,57.3903,0.2831,27.7275,0.9697,1.3962,69.6400
39.1145,61.6703,0.2895,25.3177,1.0246,1.3883,96.5747
38.1040,51.6023,0.2887,33.9150,0.9956,1.3899,102.2997
39.8792,60.5370,0.2846,24.0430,1.0409,1.3829,73.9926
41.7946,67.8845,0.2847,17.5594,0.9992,1.3286,215.8837
41.4097,61.3753,0.2778,24.8504,0.9391,1.3626,126.7124
39.7215,54.0549,0.2811,31.1750,1.0397,1.3763,69.5051
43.1644,62.0061,0.2698,24.8968,1.0395,1.3234,128.9494
38.3756,48.6470,0.2872,36.8288,1.0009,1.3675,142.4714
39.8975,47.9168,0.2796,38.2032,0.9707,1.3603,133.0969
39.3260,58.1701,0.2854,27.7645,1.0023,1.3995,58.7580
45.0235,69.3355,0.2718,15.1951,1.0006,1.2761,264.6536
39.3240,47.8595,0.2826,38.0718,0.9509,1.3687,141.0339
40.2511,53.0214,0.2781,33.2373,1.0043,1.3808,59.2571
45.9772,69.7940,0.2681,14.0956,1.0466,1.2446,301.6909
41.6318,64.0859,0.2799,20.8953,0.9930,1.3533,138.1171
42.4529,67.4010,0.2807,18.3308,0.9712,1.3206,221.4924
42.4554,71.5150,0.2879,14.6325,1.0020,1.2967,300.3226
42.5206,56.7920,0.2684,27.5544,1.0930,1.3131,123.1577
40.3741,53.8135,0.2777,29.8820,1.0469,1.3671,67.9944
41.5003,53.9131,0.2720,31.6570,0.9884,1.3735,49.4128
40.6749,44.5568,0.2769,42.2962,1.0078,1.3093,215.0201
42.3982,66.1495,0.2791,17.7421,1.0121,1.3326,173.1405
42.8912,59.6908,0.2688,25.5621,0.9906,1.3520,79.3119
40.7343,66.0222,0.2869,19.8940,1.0221,1.3528,165.3668
39.8424,50.6117,0.2797,34.3321,1.0202,1.3647,98.2820
39.6758,51.4344,0.2807,33.4069,1.0049,1.3778,80.7812
44.3081,68.0017,0.2728,16.6958,0.9967,1.2950,229.3768
42.2751,58.8368,0.2711,27.7608,0.9779,1.3672,63.8251
43.7933,63.1119,0.2681,22.7137,1.0053,1.3227,136.7950
41.1887,68.3575,0.2883,18.0801,0.9665,1.3232,255.1964
44.0744,69.8752,0.2772,14.1967,0.9940,1.2862,272.1287
38.2204,49.1849,0.2880,35.9237,0.9998,1.3725,135.7414
44.1646,66.3965,0.2709,17.6434,1.0119,1.3040,193.8019
41.5560,53.1092,0.2715,33.6971,0.9804,1.3705,57.6800
43.3111,68.7140,0.2788,15.9279,1.0433,1.3033,226.5881
42.3161,63.3330,0.2756,21.5612,0.9941,1.3490,123.6211
40.1053,62.9325,0.2860,22.0694,0.9804,1.3696,139.4555
43.7534,63.6234,0.2689,19.9711,1.0457,1.3121,149.4356
44.5544,67.7554,0.2712,16.9130,0.9669,1.2871,246.0424
39.3058,53.7266,0.2831,32.4449,0.9863,1.3975,58.8646
42.5783,64.0102,0.2752,20.0587,0.9944,1.3403,140.8817
43.3283,61.9458,0.2690,23.1294,1.0375,1.3255,120.4604
40.9054,57.7534,0.2771,27.2244,1.0397,1.3740,51.9292
40.5564,63.7089,0.2847,22.2585,1.0217,1.3678,119.0659
43.6604,66.1156,0.2729,16.0354,1.0332,1.3113,180.8080
40.8359,52.7381,0.2750,32.2730,1.0230,1.3649,69.2612
40.4243,57.7020,0.2795,26.5877,1.0521,1.3754,56.4983
40.9894,66.5683,0.2865,18.8178,0.9585,1.3332,226.9359
40.3166,61.0416,0.2829,25.1137,0.9451,1.3756,123.8726
45.4060,69.2233,0.2697,15.4631,1.0459,1.2576,280.4422
39.6726,59.1060,0.2844,26.8795,0.9825,1.3949,73.3766
41.0169,46.9245,0.2742,38.6564,1.0060,1.3273,160.3885
39.1993,58.4933,0.2862,26.0560,0.9535,1.3899,107.5382
43.7087,65.4577,0.2717,19.3992,0.9984,1.3174,172.2231
44.0524,64.6194,0.2688,19.6713,0.9667,1.3104,182.4253
41.9586,49.6265,0.2690,37.3761,1.0010,1.3321,122.0760
41.4447,64.2283,0.2810,22.0543,1.0023,1.3576,130.6721
38.4625,52.4352,0.2870,32.7039,0.9891,1.3944,86.4914
40.5392,55.5765,0.2776,30.4951,0.9559,1.3924,55.0787
43.4467,62.0517,0.2685,23.7402,1.0333,1.3230,125.5592
40.0253,48.7630,0.2789,37.5089,0.9866,1.3613,118.0314
38.5503,55.7217,0.2877,28.7531,1.0380,1.3939,66.9533
42.9014,60.4467,0.2695,25.5529,1.0042,1.3480,86.1048
38.9679,56.2586,0.2859,28.1329,0.9661,1.3989,81.2320
41.4441,65.0620,0.2821,20.2063,1.0161,1.3517,144.6090
44.6533,67.8028,0.2708,16.6371,1.0336,1.2839,231.2330
41.6228,55.3272,0.2720,29.0567,1.0330,1.3615,54.6832
45.9873,70.2446,0.2689,12.9933,1.0209,1.2522,297.7370
43.2604,63.4962,0.2712,21.8047,1.0227,1.3286,133.2385
39.4826,46.1460,0.2822,40.8510,1.0038,1.3375,181.7403
39.4677,47.3879,0.2819,39.1266,1.0422,1.3302,182.5435
42.4624,58.8353,0.2702,26.6144,0.9438,1.3577,94.7088
39.6800,52.7851,0.2809,32.6351,1.0431,1.3676,87.6400
40.4603,56.8158,0.2787,28.4549,1.0216,1.3866,40.5769
40.6151,59.7928,0.2802,25.4328,0.9954,1.3846,67.3095
41.4176,68.1740,0.2869,17.5304,0.9919,1.3282,230.5283
43.5940,69.3500,0.2786,16.2907,0.9823,1.2966,259.2304
42.2811,57.7444,0.2702,27.6863,0.9959,1.3655,53.4443
44.3037,66.9777,0.2711,17.4492,0.9769,1.2970,221.4753
41.6762,48.2276,0.2706,36.2908,1.0108,1.3261,140.2764
44.0949,69.1680,0.2759,13.2468,1.0041,1.2886,257.3456
40.4783,62.3120,0.2835,23.8548,1.0518,1.3660,101.5456
44.9092,69.0228,0.2717,14.1027,0.9819,1.2745,272.2133
38.7621,55.6859,0.2867,29.9264,1.0103,1.4007,58.9840
43.3167,64.6608,0.2724,18.9538,1.0500,1.3170,156.5567
42.9523,64.2545,0.2737,20.1320,0.9800,1.3323,155.8107
41.5655,56.2499,0.2728,28.3023,0.9525,1.3745,68.8585
42.9806,60.4024,0.2690,22.9489,0.9614,1.3415,116.1287
39.2479,61.1362,0.2883,25.3147,1.0191,1.3899,88.9991
41.7320,53.1362,0.2706,32.4231,1.0116,1.3569,67.7348
38.0443,53.1159,0.2893,32.1156,1.0062,1.3951,88.4631
40.4287,53.0963,0.2772,34.0099,0.9682,1.3893,54.2221
41.2689,55.9988,0.2742,28.2840,1.0214,1.3750,41.1467
39.6752,52.2562,0.2808,34.2855,1.0366,1.3653,95.7393
44.6666,71.0733,0.2767,14.3638,1.0035,1.2738,294.2389
39.0229,47.0215,0.2843,39.6506,1.0161,1.3437,173.7049
43.2582,69.1662,0.2798,15.0712,0.9637,1.2919,278.9727
40.5221,51.6116,0.2764,35.5846,1.0199,1.3588,93.3091
38.6957,50.5175,0.2856,34.4203,1.0603,1.3541,138.9146
39.0929,50.0296,0.2835,35.6519,1.0299,1.3616,122.5472
40.7613,64.8626,0.2852,20.9945,0.9640,1.3514,180.4717
40.5893,49.8640,0.2759,36.0655,0.9767,1.3658,96.5300
42.0952,63.9950,0.2775,20.3808,0.9729,1.3429,155.3709
40.6090,58.2680,0.2790,27.6772,0.9895,1.3905,49.7424
41.2825,65.9292,0.2841,18.7156,0.9705,1.3374,202.6284
39.3887,44.9486,0.2832,39.5135,1.0433,1.3145,224.0152
40.2240,63.9632,0.2867,22.1541,0.9595,1.3608,169.5461
38.2602,50.1968,0.2877,36.9181,0.9961,1.3800,119.4468
41.8265,46.0967,0.2704,40.3957,0.9878,1.3134,179.2573
41.5833,46.3033,0.2715,40.1709,1.0030,1.3134,178.6777
39.6027,61.1960,0.2866,24.0008,1.0783,1.3688,100.9695
41.7201,57.4953,0.2729,27.2287,1.0159,1.3710,45.6826
41.3431,47.4999,0.2724,38.3716,1.0320,1.3143,169.8470
43.3983,63.3170,0.2703,22.2604,0.9569,1.3286,153.8803
44.1283,70.4490,0.2781,13.3120,1.0635,1.2761,277.4179
42.0333,58.1576,0.2718,27.1464,0.9923,1.3701,53.5968
41.3360,66.5999,0.2849,19.5288,0.9996,1.3431,184.8336
41.6754,46.1239,0.2711,40.7328,1.0673,1.2789,237.1405
41.6678,50.1793,0.2705,36.0421,1.0177,1.3350,115.9779
43.6702,71.4463,0.2821,14.2084,1.0354,1.2852,287.0012
39.0523,55.3717,0.2850,31.4479,1.0483,1.3798,80.0374
41.6864,62.8008,0.2781,22.7578,0.9740,1.3582,124.4355
39.1229,44.7499,0.2846,41.3544,0.9971,1.3313,210.6935
40.4874,53.2766,0.2770,32.1508,1.0067,1.3794,54.7478
41.1963,64.8055,0.2830,20.3926,1.0076,1.3552,144.8528
41.8899,64.0439,0.2786,20.6274,1.0291,1.3496,124.0924
42.2118,66.5871,0.2806,19.3175,1.0083,1.3350,177.3635
38.2663,54.8995,0.2888,31.3102,0.9948,1.4038,71.8741
43.1334,64.0320,0.2725,22.5054,0.9759,1.3345,146.4550
39.9823,52.7341,0.2794,35.1946,1.0178,1.3716,81.4757
45.4131,69.1158,0.2695,15.1423,1.0291,1.2649,269.1060
39.8378,55.7070,0.2812,29.9384,1.0690,1.3641,86.4727
40.2533,60.5558,0.2828,25.7141,1.0017,1.3865,74.1787
40.7849,65.1075,0.2854,22.2304,1.0228,1.3585,143.4912
40.8972,55.4653,0.2758,31.5596,0.9982,1.3849,39.3547
41.1524,63.4178,0.2814,23.5119,1.0006,1.3657,115.2112
42.0029,49.4772,0.2688,37.5003,0.9695,1.3425,113.2492
42.6792,64.9882,0.2760,18.7960,1.0514,1.3274,151.9773
42.6498,59.9465,0.2702,24.0644,0.9931,1.3542,81.2660
41.5900,59.5668,0.2752,25.2672,1.0350,1.3651,64.0640
39.1296,54.4573,0.2842,32.6547,1.0105,1.3939,60.9753
41.7558,66.3894,0.2825,18.9969,1.0093,1.3405,174.8473
40.0313,55.0946,0.2800,32.8326,0.9817,1.3981,42.0204
43.1862,69.2980,0.2804,16.4632,1.0094,1.3061,240.3426
39.6925,57.2309,0.2829,29.0721,0.9844,1.4004,51.6899
39.4537,58.8237,0.2852,27.2625,1.0023,1.3975,62.5372
40.8968,62.5178,0.2816,23.2770,1.0668,1.3533,113.9921
39.7493,56.4235,0.2821,28.5123,0.9945,1.3978,47.8460
39.9247,60.2443,0.2841,26.2346,1.0036,1.3904,71.9919
39.2284,59.6004,0.2870,25.3539,0.9698,1.3899,104.6474
39.2205,45.5873,0.2838,40.0349,0.9775,1.3442,187.2546
41.8033,58.2214,0.2730,26.7754,1.0362,1.3612,59.5031
40.4909,55.7207,0.2780,30.8000,1.0240,1.3800,50.2410
41.8594,48.1645,0.2697,37.2283,0.9983,1.3264,140.4437
40.8662,47.2045,0.2749,38.9659,1.0252,1.3218,169.0184
42.0069,66.2826,0.2811,18.1381,1.0476,1.3336,167.8300
38.9680,52.5196,0.2844,32.9765,1.0258,1.3810,84.3095
42.7099,65.2942,0.2763,19.4185,1.0073,1.3342,155.9917
43.6018,64.8886,0.2714,21.5104,1.0300,1.3129,167.5461
40.0205,56.7062,0.2809,27.0631,0.9951,1.3932,51.4430
39.9349,55.6099,0.2807,31.2335,0.9733,1.4005,45.2792
44.4859,70.3437,0.2762,15.3526,0.9758,1.2768,291.3301
41.5004,57.2047,0.2738,28.3717,0.9934,1.3798,42.0534
40.4600,59.2830,0.2806,26.5159,1.0888,1.3502,106.6224
40.2678,50.0307,0.2776,36.5177,0.9707,1.3724,93.9843
39.5305,62.6804,0.2886,23.5690,1.0254,1.3806,108.7805
39.4695,56.2443,0.2834,30.4776,1.0342,1.3870,60.1363
42.7869,63.4981,0.2735,22.0288,0.9984,1.3421,125.8101
39.5402,61.1795,0.2869,24.2241,0.9773,1.3835,114.9359
38.3688,45.4901,0.2881,39.4537,1.0436,1.3260,223.6130
42.9941,62.5184,0.2713,23.0875,0.9877,1.3426,116.5709
39.3635,63.0477,0.2898,23.7724,1.0162,1.3807,119.5693
42.8756,59.2577,0.2685,26.1489,1.0375,1.3378,87.8683
42.3244,45.3469,0.2682,41.4796,1.0295,1.2804,226.3304
40.4787,51.9466,0.2767,34.9132,0.9573,1.3844,68.8310
39.2007,55.4257,0.2843,31.6680,0.9765,1.4049,54.1434
39.3096,46.3616,0.2830,40.6152,1.0172,1.3348,186.8649
39.1152,61.7604,0.2896,25.1852,1.0447,1.3835,98.1739
42.8867,59.3639,0.2685,25.3646,1.0044,1.3503,74.9831
40.6543,45.9844,0.2764,40.8446,1.0531,1.2994,220.9827
38.7503,48.0461,0.2854,39.6809,1.0045,1.3573,154.0498
41.6278,48.7649,0.2707,37.5366,1.0008,1.3332,129.6679
41.4370,50.2215,0.2716,36.8509,0.9619,1.3598,93.9929
43.4178,68.7625,0.2784,18.1247,1.0066,1.3064,229.8555
40.8936,56.2437,0.2762,29.8811,1.0046,1.3857,36.5934
42.5687,57.3723,0.2685,26.9959,0.9867,1.3602,60.3168
41.2614,61.0341,0.2782,23.1088,1.0340,1.3681,75.8723
42.0385,66.7307,0.2817,19.5195,0.9785,1.3327,198.1754
43.0117,67.9804,0.2790,18.0287,1.0052,1.3165,211.1926
40.7845,67.8552,0.2895,17.7302,1.0974,1.3214,217.7756
40.9628,45.9009,0.2748,41.2844,1.0159,1.3123,194.2365
42.0796,71.1800,0.2891,15.2964,0.9524,1.2871,335.5294
38.9686,59.6370,0.2883,25.5619,1.0262,1.3945,74.8260
41.6177,69.9092,0.2889,16.2037,1.0168,1.3183,254.2448
42.2377,62.2182,0.2747,21.9956,0.9780,1.3512,119.4833
38.2091,47.0120,0.2884,39.5788,0.9876,1.3590,173.7440
41.2515,58.9703,0.2763,25.1757,0.9984,1.3781,58.6192
41.5380,47.0272,0.2715,37.3193,0.9969,1.3239,157.4239
39.8476,58.3798,0.2829,26.8205,1.0493,1.3823,61.2154
40.0341,49.2587,0.2788,36.3248,0.9842,1.3656,108.9619
43.0690,65.1605,0.2744,19.8479,1.0391,1.3222,159.5280
42.1226,65.1345,0.2789,20.7866,0.9780,1.3415,164.7075
42.4326,60.7370,0.2721,24.3304,0.9684,1.3554,99.9733
40.4526,44.7259,0.2779,41.3258,0.9727,1.3266,197.3722
42.7586,62.0332,0.2719,23.7998,0.9778,1.3483,111.1114
38.9781,50.6303,0.2841,34.6497,0.9853,1.3828,99.0139
42.8701,70.4635,0.2840,14.1205,1.0290,1.3020,262.1136
40.8302,57.1360,0.2771,28.6053,1.0216,1.3816,42.6074
38.8874,50.9914,0.2846,37.0087,1.0253,1.3670,118.4287
41.3460,61.3278,0.2781,21.0911,0.9840,1.3606,114.6830
40.4361,53.8524,0.2774,31.7001,1.0016,1.3846,47.7708
40.3720,56.2602,0.2789,30.3771,1.0143,1.3877,42.3955
42.3487,44.8134,0.2683,41.2938,0.9756,1.2969,210.9521
44.1701,68.3803,0.2741,14.4817,0.9861,1.2893,251.1529
42.6816,65.4452,0.2766,18.3653,1.0038,1.3320,164.3598
40.2193,60.3846,0.2828,24.5585,0.9816,1.3831,91.2065
39.4977,56.4276,0.2834,29.8297,1.0071,1.3989,46.0023
43.5985,62.3286,0.2681,23.1197,1.0030,1.3297,121.5093
40.2543,63.8707,0.2864,20.8558,0.9910,1.3639,149.9953
41.2960,59.7827,0.2768,26.5135,0.9968,1.3787,60.8221
39.6813,62.9810,0.2882,22.3641,0.9760,1.3714,148.6327
40.3165,44.8205,0.2786,39.3397,1.0477,1.3024,225.6977
40.2495,55.1527,0.2789,30.1469,0.9832,1.3941,44.2196
43.8878,71.5024,0.2812,13.1345,1.0224,1.2829,292.0586
41.4891,54.0215,0.2721,30.6620,1.0872,1.3252,120.4155
42.6720,72.0712,0.2880,12.2447,1.0367,1.2927,300.2447
41.5455,65.9301,0.2829,20.9535,1.0284,1.3446,159.1077
40.2508,54.0086,0.2784,33.3503,1.0448,1.3607,88.8489
40.6011,61.9432,0.2824,23.6654,0.9858,1.3752,105.5664
45.0574,70.1491,0.2731,14.0963,1.0266,1.2697,278.4523
38.9447,53.7477,0.2849,31.1672,0.9566,1.3990,81.4461
39.1450,52.0633,0.2835,34.3939,0.9691,1.3944,77.8547
40.2253,52.2201,0.2780,32.8306,1.0166,1.3726,71.6304
42.2929,45.3800,0.2683,41.4373,0.9263,1.3132,200.8559
40.9815,48.3916,0.2741,38.6617,1.0302,1.3245,156.4547
38.6322,54.4565,0.2868,32.7112,0.9898,1.4029,65.4144
41.9903,55.7124,0.2704,29.6193,0.9818,1.3717,47.1139
40.1697,63.1846,0.2860,24.2934,0.9721,1.3736,134.4483
42.3087,54.8708,0.2684,30.2662,0.9787,1.3642,54.3536
38.7550,51.8634,0.2854,33.3027,0.9325,1.3948,106.8466
41.9452,60.0255,0.2738,26.0938,1.0309,1.3577,75.4417
43.6950,63.4163,0.2689,19.9431,1.0216,1.3216,138.0108
38.9940,49.8997,0.2840,34.9052,0.9801,1.3787,110.5549
39.8861,45.7675,0.2803,38.4790,1.0114,1.3301,184.6982
39.2966,48.5634,0.2826,38.0649,0.9916,1.3641,129.4507
40.4731,48.0320,0.2767,37.6383,1.0515,1.3209,171.6990
40.1605,53.7026,0.2787,32.0502,0.9818,1.3914,50.6211
39.5599,59.5760,0.2853,26.6486,0.9651,1.3923,92.7560
40.6288,59.4024,0.2798,25.5567,0.9465,1.3767,104.1258
40.6499,47.4694,0.2759,39.4022,1.0109,1.3325,155.9842
42.5501,63.5032,0.2747,21.8379,0.9550,1.3388,155.3672
38.6234,56.8038,0.2880,29.8989,0.9970,1.4052,62.9512
41.3203,46.2568,0.2729,38.0804,0.9869,1.3240,169.7141
38.6927,55.2367,0.2868,29.1435,1.0112,1.3990,63.2480
39.1643,54.0572,0.2839,32.0108,0.9934,1.3980,58.5740
38.4617,46.0186,0.2874,40.6745,1.0280,1.3338,208.2051
41.2954,59.9355,0.2770,26.3995,0.9927,1.3786,63.9854
38.7135,48.7008,0.2855,37.3526,1.0497,1.3441,166.7570
41.8069,51.2650,0.2698,34.7030,0.9347,1.3621,92.7540
41.7395,51.7583,0.2702,34.4208,1.0040,1.3509,83.8076
40.9902,63.7222,0.2826,23.9074,1.0738,1.3395,147.9770
42.8512,60.4319,0.2697,26.3328,0.9879,1.3523,85.3744
41.5560,54.7386,0.2721,32.4806,1.0497,1.3415,95.3366
42.8643,71.0752,0.2852,14.6678,0.9868,1.2925,299.5614
41.4782,55.4031,0.2728,28.5263,1.0221,1.3698,45.0085
40.1210,48.3679,0.2784,36.6032,1.0011,1.3528,127.6644
39.9535,59.0603,0.2829,26.2687,0.9815,1.3916,73.2893
42.3742,70.3058,0.2861,15.7402,0.9971,1.3061,272.4450
43.0412,64.9393,0.2742,20.5902,1.0285,1.3263,153.3774
39.5387,47.1914,0.2816,39.4451,0.9505,1.3625,149.7839
40.6338,56.2441,0.2775,30.1904,1.0550,1.3616,76.6325
42.9693,63.9099,0.2731,19.5565,0.9973,1.3341,142.4878
39.5015,57.8386,0.2842,29.5307,0.9732,1.4024,60.8194
38.9219,55.1282,0.2856,33.1443,1.0114,1.3956,64.0961
42.7186,70.2777,0.2844,15.4921,0.9852,1.2999,280.4164
38.3483,47.7668,0.2875,37.1175,1.0289,1.3512,168.3084
38.4507,55.3792,0.2881,30.7461,0.9630,1.4061,79.3917
39.7978,60.0360,0.2845,23.5571,1.0092,1.3863,81.3736
40.7082,64.4910,0.2850,20.5615,1.0190,1.3613,136.9037
43.4315,70.8003,0.2820,12.9656,0.9781,1.2809,309.8877
39.5610,59.9124,0.2856,25.4696,0.9516,1.3847,115.9478
39.9949,64.9250,0.2890,21.7164,1.0399,1.3639,142.9434
43.5040,70.8189,0.2817,14.5272,0.9530,1.2762,323.0242
44.4217,70.1516,0.2761,15.8148,1.0178,1.2817,269.4400
39.8558,51.0926,0.2797,36.4235,1.0120,1.3670,97.0041
42.6094,68.9031,0.2825,16.4803,1.0151,1.3155,228.4473
38.0760,47.7637,0.2889,41.1062,1.0498,1.3351,207.5667
42.0640,50.9789,0.2685,36.7709,0.9922,1.3420,100.5210
43.0132,70.8755,0.2841,11.6789,1.0426,1.2959,273.0307
41.6861,70.2911,0.2893,15.9700,0.9298,1.2880,338.1571
40.0973,47.6562,0.2787,37.9797,1.0327,1.3324,162.3557
41.0734,62.9487,0.2813,23.5907,1.0052,1.3684,105.9712
43.2697,61.2230,0.2684,23.3721,1.0163,1.3364,101.7806
40.3914,46.4769,0.2775,41.3954,0.9925,1.3345,168.1479
42.3882,56.7262,0.2690,29.8204,0.9778,1.3668,52.5691
43.5287,70.5870,0.2811,14.2285,1.0532,1.2881,269.6948
40.8979,65.8223,0.2859,19.8782,1.0331,1.3518,157.2213
41.9435,61.0811,0.2749,21.5003,0.9542,1.3479,135.6214
39.4542,55.0308,0.2828,31.7452,0.9959,1.3990,48.8258
40.4228,64.7303,0.2867,20.3862,1.0119,1.3615,148.5369
41.7501,56.6947,0.2722,30.5124,0.9955,1.3744,44.1732
43.6983,69.9023,0.2791,14.6376,0.9801,1.2882,280.1382
42.3567,67.6237,0.2815,18.1250,0.9765,1.3213,222.6134
41.3633,47.3468,0.2723,39.8596,0.9901,1.3299,151.2895
40.3659,65.2248,0.2876,19.2952,1.0117,1.3571,163.7382
38.6126,46.9516,0.2864,39.5794,1.0306,1.3396,188.5230
39.9046,56.2374,0.2812,30.6217,0.9657,1.4009,50.9223
41.6466,64.9923,0.2811,19.7977,0.9923,1.3470,158.6022
39.3685,50.9265,0.2822,36.8653,1.0074,1.3724,100.5016
41.0802,56.3270,0.2753,29.7678,1.0096,1.3813,39.1108
38.8223,45.1641,0.2860,40.7267,0.9832,1.3413,201.9722
41.3042,56.9926,0.2746,27.9169,1.0535,1.3591,65.8323
40.6287,65.6716,0.2870,20.0525,0.9373,1.3367,227.2664
37.9767,53.6407,0.2898,33.5801,0.9985,1.3996,85.0695
38.8001,51.8942,0.2852,33.7658,1.0011,1.3874,86.0006
39.2173,58.1080,0.2859,29.6514,1.0259,1.3944,61.1374
43.2632,66.3467,0.2752,19.6331,0.9803,1.3201,191.1148
41.0369,46.8702,0.2741,38.7942,1.0343,1.3133,180.9548
38.0261,51.9334,0.2891,32.9178,1.0305,1.3815,106.6726
42.7611,66.8152,0.2783,17.7076,1.0232,1.3250,182.1604
41.0875,55.9557,0.2751,29.5365,1.0120,1.3801,39.0891
43.0948,62.8484,0.2712,22.6227,1.0182,1.3350,120.2942
41.4350,50.4560,0.2717,35.3894,0.9847,1.3554,91.7760
38.7985,56.1598,0.2867,31.8205,0.9409,1.4084,78.2412
42.4679,66.5235,0.2793,18.3164,1.0126,1.3312,177.3295
41.9006,45.0344,0.2705,41.5942,1.0171,1.2914,217.6713
42.0325,58.3114,0.2719,26.5529,0.9634,1.3673,74.2874
40.3912,65.5911,0.2880,20.7599,0.9928,1.3562,174.9164
40.9950,57.5138,0.2765,28.0343,0.9856,1.3868,45.8521
39.1573,50.3857,0.2832,35.1481,1.0207,1.3682,109.4600
41.0652,56.8649,0.2757,28.1976,1.0405,1.3697,53.3444
42.5651,62.0644,0.2729,23.1577,0.9755,1.3496,114.4027
42.5382,71.1876,0.2869,14.8763,1.0070,1.2995,288.0326
42.4648,58.4298,0.2698,27.2569,0.9844,1.3630,62.5896
39.9249,49.1674,0.2793,39.3866,0.9934,1.3596,120.7490
41.8815,55.1919,0.2707,30.7316,0.9830,1.3728,45.6659
40.4230,65.0916,0.2872,21.1364,1.0386,1.3595,143.8389
40.6596,47.2242,0.2759,39.7640,0.9754,1.3450,144.4097
38.4538,55.9415,0.2883,29.7088,0.9516,1.4037,91.4350
42.2324,60.0331,0.2724,23.6972,0.9775,1.3584,90.6851
39.5050,63.3235,0.2894,22.9887,1.0090,1.3775,128.2493
41.1838,47.4406,0.2732,40.1687,0.9739,1.3393,142.9429
37.9172,52.3944,0.2897,32.5837,0.9999,1.3933,98.3256
42.7316,65.8064,0.2769,19.5099,0.9998,1.3318,167.8795
40.3615,50.0053,0.2771,36.9287,0.9636,1.3729,94.0888
38.9930,59.3781,0.2880,27.8930,1.0032,1.3995,72.8709
42.3350,60.9468,0.2728,25.7080,1.0210,1.3520,87.7475
40.4846,60.9104,0.2819,24.1679,0.9572,1.3739,117.1989
