round,x0,y0,d,theta0_degree,delta_theta_degree,gain,mse
1,41.0215,56.7329,0.2759,29.4276,0.9840,1.3882,39.7551
1,41.1516,55.5257,0.2745,30.0366,1.0243,1.3720,48.6971
1,40.6235,55.6359,0.2772,30.2598,1.0097,1.3861,39.1286
1,40.1957,56.4991,0.2799,30.1612,0.9984,1.3956,38.1337
1,41.0471,56.9816,0.2759,29.6997,0.9777,1.3887,42.1129
1,40.7504,55.9809,0.2768,30.0559,0.9989,1.3890,35.4047
1,40.4996,56.4519,0.2783,29.6036,0.9740,1.3941,45.6463
1,40.5180,56.1121,0.2780,30.1697,1.0194,1.3838,44.0922
1,40.3427,56.3866,0.2791,29.4427,0.9933,1.3947,38.3843
1,40.4030,56.8629,0.2791,29.5338,1.0108,1.3902,39.4606
1,39.8410,56.2210,0.2815,29.6824,0.9867,1.3993,45.1969
1,40.3647,56.9827,0.2793,29.8150,1.0136,1.3891,42.1581
1,41.0151,56.6049,0.2758,29.3301,1.0018,1.3855,36.2423
1,39.9505,55.9148,0.2808,29.6705,1.0098,1.3941,41.0050
1,40.0819,57.1046,0.2808,29.4370,0.9968,1.3970,41.3215
1,40.4380,56.0992,0.2784,30.2444,0.9963,1.3933,36.2285
1,41.3604,56.6735,0.2741,29.7723,1.0225,1.3707,50.2650
1,40.6757,55.8872,0.2771,29.8808,0.9887,1.3912,37.4717
1,40.8501,55.6028,0.2761,29.9640,0.9857,1.3887,38.8570
1,40.4950,56.4866,0.2784,29.8306,1.0105,1.3888,38.8157
1,39.9799,56.9652,0.2813,30.1910,1.0132,1.3929,44.7469
1,41.0266,55.8942,0.2753,30.0782,0.9817,1.3877,39.1403
1,40.5215,56.8797,0.2785,30.0379,0.9728,1.3953,44.3947
1,40.8155,56.2956,0.2766,29.4916,0.9793,1.3902,41.9967
1,40.6408,55.8494,0.2773,29.5103,1.0217,1.3821,42.4385
1,40.3086,56.5711,0.2794,29.7635,1.0176,1.3881,42.5214
1,41.1111,56.9256,0.2755,29.7008,1.0084,1.3815,40.6348
1,40.3783,55.7017,0.2785,30.1921,1.0085,1.3896,38.8708
1,39.8119,56.1840,0.2816,29.7294,0.9988,1.3982,42.1898
1,40.7719,56.0334,0.2767,29.9941,0.9880,1.3906,36.8590
1,40.2312,57.0554,0.2800,29.7291,0.9992,1.3953,39.4390
1,40.2259,56.6134,0.2798,29.5603,0.9970,1.3956,38.5053
1,40.3345,55.8178,0.2788,29.9601,1.0118,1.3893,39.5780
1,39.8769,56.6166,0.2816,29.6363,1.0156,1.3936,43.5849
1,40.2187,56.5162,0.2798,30.1422,1.0019,1.3945,38.2597
1,40.4433,56.7948,0.2788,29.6200,1.0222,1.3847,45.1893
1,40.8638,56.8565,0.2767,29.8223,0.9832,1.3908,39.1356
1,41.1406,55.8362,0.2747,29.3959,1.0261,1.3730,46.6686
1,40.8980,55.6112,0.2758,30.0411,1.0135,1.3811,40.6895
1,39.8188,56.5616,0.2818,29.7758,1.0070,1.3968,42.1819
1,40.4741,56.3199,0.2784,30.1234,1.0245,1.3819,47.7731
1,41.0171,55.9908,0.2754,29.4360,1.0099,1.3822,37.6570
1,41.3314,56.9031,0.2744,29.5735,0.9895,1.3835,39.1256
1,40.1993,56.6765,0.2800,29.4993,0.9959,1.3960,39.1131
1,39.9872,56.7044,0.2811,29.9676,1.0171,1.3915,44.7715
1,40.6315,55.7209,0.2772,30.1710,1.0150,1.3840,41.2810
1,40.1380,57.1183,0.2806,29.6640,1.0161,1.3908,44.0738
1,39.7758,55.8692,0.2816,29.7109,0.9729,1.3991,53.7660
1,40.7365,55.5352,0.2766,29.3320,0.9791,1.3887,45.5123
1,41.2658,56.6106,0.2746,29.3873,0.9843,1.3846,40.2508
1,40.7271,56.0019,0.2769,29.6154,1.0230,1.3803,43.8955
1,40.5465,56.0076,0.2778,29.4157,0.9728,1.3921,48.0255
1,40.1239,55.5940,0.2797,29.4885,0.9705,1.3948,53.8902
1,40.4439,56.1311,0.2784,29.3975,1.0176,1.3868,40.1150
1,40.2691,56.8732,0.2797,29.8373,1.0004,1.3947,38.5135
1,40.1777,55.6867,0.2795,29.3634,0.9899,1.3947,42.6830
1,40.1679,56.3762,0.2799,29.4533,1.0208,1.3887,43.0674
1,41.1379,55.7880,0.2747,29.6532,0.9694,1.3850,48.0967
1,40.8055,57.0784,0.2772,30.0329,1.0138,1.3829,44.1583
1,41.2241,56.1871,0.2745,29.6179,1.0241,1.3725,47.5899
1,40.6941,56.0831,0.2771,29.4723,1.0175,1.3836,40.1446
1,39.9920,55.5731,0.2804,30.2646,1.0050,1.3942,40.8988
1,40.1419,56.2454,0.2800,30.0809,1.0248,1.3858,47.9915
1,40.6808,56.1614,0.2772,29.6613,1.0043,1.3887,35.7941
1,40.5749,55.9437,0.2776,29.5091,0.9852,1.3921,40.4720
1,41.0583,56.8329,0.2757,29.6649,0.9984,1.3857,37.0640
1,40.2885,56.4878,0.2794,29.3622,0.9740,1.3956,48.4226
1,40.2202,55.9799,0.2795,30.0145,0.9740,1.3967,46.3626
1,41.2631,56.2623,0.2744,29.9427,0.9750,1.3852,42.6001
1,40.8850,56.1100,0.2762,29.3759,1.0013,1.3869,35.4620
1,40.8303,55.7552,0.2763,29.4187,0.9799,1.3885,43.3554
1,40.6633,57.0709,0.2779,29.7634,1.0273,1.3786,51.4197
1,41.1035,55.9206,0.2750,29.9887,0.9984,1.3841,36.4155
1,41.0773,55.6895,0.2750,29.4510,1.0203,1.3765,42.8762
1,39.8700,56.0678,0.2813,29.4193,0.9873,1.3983,45.7850
1,40.3576,56.2036,0.2789,29.2998,1.0195,1.3872,41.0105
1,41.0501,56.7713,0.2757,29.7762,1.0149,1.3794,43.1986
1,40.1918,56.1963,0.2797,30.0829,1.0020,1.3945,38.0444
1,40.1430,56.9893,0.2804,29.5975,0.9982,1.3963,40.0075
1,40.5483,56.3910,0.2780,29.9915,0.9806,1.3943,40.1227
1,40.1993,55.9508,0.2795,29.4164,1.0051,1.3932,38.3002
1,41.0654,55.5496,0.2750,30.1109,0.9904,1.3854,37.4956
1,40.0515,56.2187,0.2804,29.5642,0.9835,1.3977,44.5483
1,39.8502,56.5304,0.2816,29.7130,0.9924,1.3993,43.0949
1,40.9078,55.9837,0.2760,29.7638,1.0204,1.3787,43.4805
1,41.2060,55.9967,0.2745,29.9823,1.0138,1.3769,42.3802
1,40.1738,57.0323,0.2803,29.5250,1.0194,1.3892,44.6883
1,41.2728,56.0820,0.2742,29.5187,0.9842,1.3838,40.1780
1,40.4167,55.6265,0.2783,29.7066,1.0204,1.3848,42.7083
1,41.2285,55.6044,0.2742,30.0998,0.9804,1.3842,40.9317
1,40.7160,56.4090,0.2772,29.4822,0.9770,1.3915,43.4547
1,40.6950,55.5703,0.2768,30.0273,0.9734,1.3907,45.1830
1,40.6410,56.6524,0.2777,30.1972,1.0060,1.3883,38.6452
1,41.1748,56.1259,0.2747,29.4548,1.0069,1.3810,37.7112
1,41.3397,56.8259,0.2743,30.1139,1.0240,1.3693,54.1275
1,39.9094,55.6305,0.2808,29.8688,0.9782,1.3980,48.9921
1,40.7842,56.0274,0.2766,30.0662,1.0187,1.3807,43.4462
1,40.0576,56.9895,0.2809,29.9658,1.0112,1.3932,42.8196
1,40.6104,56.6192,0.2779,29.5717,0.9755,1.3932,44.2719
1,40.2319,56.4560,0.2797,29.9230,0.9970,1.3955,37.8876
1,40.7677,55.5872,0.2765,29.4773,1.0272,1.3774,46.0512
1,40.8626,55.5605,0.2760,30.0710,1.0226,1.3771,46.1019
1,40.3649,56.2367,0.2789,29.8919,1.0167,1.3875,41.6797
1,40.2802,57.0735,0.2798,30.2046,0.9818,1.3977,41.9373
1,41.3035,56.7480,0.2745,30.2644,0.9715,1.3859,43.4574
1,40.1001,56.7901,0.2805,29.2876,1.0202,1.3900,43.5767
1,40.9183,55.7295,0.2758,29.6262,0.9841,1.3878,40.2167
1,40.6908,56.2287,0.2772,30.2537,1.0264,1.3777,50.1385
1,39.8560,56.6407,0.2817,30.2102,1.0165,1.3926,45.9904
1,40.3796,56.7933,0.2791,29.9474,1.0127,1.3892,41.3825
1,39.9084,55.6059,0.2808,29.8899,1.0250,1.3878,48.0002
1,41.2018,56.8935,0.2751,29.5528,1.0019,1.3826,38.5136
1,40.6524,56.1029,0.2773,30.0981,1.0079,1.3873,37.8265
1,40.4202,55.7458,0.2783,29.4140,0.9909,1.3927,39.9487
1,40.2938,55.7529,0.2790,30.0083,1.0186,1.3867,43.0560
1,40.3246,55.5723,0.2787,29.3263,1.0013,1.3918,38.7822
1,40.5590,56.9838,0.2784,29.5689,1.0243,1.3821,47.3509
1,39.7914,56.3115,0.2818,29.8547,1.0165,1.3935,44.6763
1,41.0615,56.4617,0.2755,29.6981,0.9726,1.3878,44.4845
1,40.8270,56.7957,0.2769,30.0381,0.9741,1.3918,42.5299
1,40.9318,56.0649,0.2759,29.4516,0.9719,1.3880,46.8467
1,41.0310,56.0111,0.2754,30.1503,1.0279,1.3721,51.8444
1,40.6774,56.6208,0.2775,29.3180,0.9838,1.3920,40.6340
1,40.5047,56.4217,0.2783,29.7916,1.0186,1.3852,42.5223
1,40.9481,55.8837,0.2757,29.6471,0.9975,1.3864,35.8827
1,40.5221,56.9931,0.2785,29.9458,0.9754,1.3952,43.5797
1,40.0456,56.3085,0.2805,30.2677,1.0223,1.3878,47.6531
1,40.1825,56.9156,0.2802,30.1901,0.9759,1.3988,44.7730
1,40.3069,56.5136,0.2793,29.5027,0.9690,1.3955,50.7738
1,41.0041,55.5738,0.2753,29.4949,1.0270,1.3741,46.9087
1,39.9593,56.2085,0.2809,29.5547,1.0041,1.3960,40.2305
1,39.8289,56.5146,0.2817,29.7967,0.9943,1.3992,42.7198
1,40.5074,56.6219,0.2784,29.6251,0.9839,1.3943,40.2209
1,40.9391,56.9840,0.2764,29.8565,1.0235,1.3765,49.9014
1,41.1359,56.4279,0.2751,29.9211,1.0167,1.3770,44.2389
1,40.1088,55.5367,0.2798,29.5647,0.9778,1.3954,49.1428
1,39.9097,56.9149,0.2816,29.3409,0.9709,1.3991,54.4222
1,40.7584,56.5933,0.2771,29.9706,0.9990,1.3895,35.9747
1,39.8457,56.4283,0.2816,29.9071,1.0158,1.3934,44.2632
1,40.2926,56.9305,0.2797,29.5746,0.9705,1.3965,49.4916
1,40.3143,56.8209,0.2795,30.0064,1.0280,1.3824,51.5219
1,40.9327,55.7337,0.2757,29.5907,1.0244,1.3765,45.2534
1,39.8014,56.7988,0.2820,30.1952,1.0256,1.3890,52.0270
1,41.1564,56.2010,0.2749,29.4234,1.0070,1.3814,37.5897
1,40.1437,56.0066,0.2799,29.5390,1.0252,1.3865,45.4847
1,40.8743,55.4664,0.2759,29.7705,0.9824,1.3878,41.6009
1,40.1002,56.5606,0.2804,29.7723,0.9954,1.3970,39.5392
1,40.7090,56.7821,0.2775,29.3422,1.0067,1.3882,37.0364
1,41.1135,56.2522,0.2751,29.6381,0.9886,1.3861,37.5574
1,40.1880,56.8820,0.2802,29.3773,0.9985,1.3957,39.4306
1,41.0042,55.8930,0.2755,29.8918,0.9959,1.3861,35.9211
1,41.0960,56.6093,0.2754,29.7126,0.9987,1.3850,36.6387
1,39.9394,56.8604,0.2814,30.1240,1.0041,1.3966,41.6582
1,40.7489,56.7290,0.2772,29.7376,1.0195,1.3817,44.2758
1,40.1241,55.5168,0.2797,29.3640,1.0204,1.3881,43.0877
1,39.8490,56.0869,0.2814,29.7654,1.0013,1.3973,41.5184
1,40.2032,56.0541,0.2796,29.8242,1.0009,1.3944,37.9199
1,41.1307,56.2723,0.2750,29.6265,0.9908,1.3857,37.0517
1,40.8383,56.7781,0.2768,29.4031,1.0209,1.3805,44.0008
1,39.9836,57.1242,0.2813,30.1892,1.0015,1.3969,42.0762
1,39.9052,56.3622,0.2813,30.1243,0.9829,1.4000,44.2924
1,41.3386,56.8867,0.2744,29.2813,0.9956,1.3822,38.6517
1,39.8188,55.6875,0.2813,29.5935,0.9965,1.3972,43.8016
1,40.0315,55.6812,0.2802,29.5304,0.9802,1.3964,48.1069
1,39.9365,56.1314,0.2810,29.4408,0.9730,1.3979,52.5772
1,40.9827,56.9875,0.2762,30.1157,1.0128,1.3806,44.3275
1,40.7084,56.4494,0.2773,29.4747,0.9920,1.3911,36.7888
1,40.4269,56.6962,0.2788,29.7569,1.0018,1.3927,37.1096
1,40.9342,56.2472,0.2760,30.1572,1.0040,1.3850,37.2835
1,40.7105,55.6480,0.2768,30.1678,0.9874,1.3907,37.7104
1,41.1311,55.4767,0.2746,30.2029,1.0064,1.3800,39.5756
1,41.0287,57.0217,0.2760,29.9196,0.9921,1.3876,37.6651
1,40.6209,56.7205,0.2779,30.0605,1.0124,1.3861,41.3247
1,40.6403,56.8809,0.2779,30.0767,0.9895,1.3930,37.4376
1,41.0468,55.9309,0.2753,29.5421,0.9914,1.3860,37.3025
1,40.7727,56.5713,0.2770,29.5103,0.9931,1.3904,36.4139
1,41.2020,56.2557,0.2747,30.0681,1.0149,1.3765,43.8135
1,40.4727,55.5887,0.2780,29.8421,0.9688,1.3924,50.1820
1,40.4113,56.3680,0.2787,29.5875,1.0103,1.3901,38.0616
1,41.1422,56.7986,0.2753,30.1518,1.0205,1.3743,49.8180
1,41.0190,57.0521,0.2761,29.5321,0.9979,1.3865,37.6021
1,40.7027,56.6601,0.2774,29.4874,0.9746,1.3920,44.7847
1,40.2090,56.1503,0.2796,29.3448,0.9972,1.3949,38.9188
1,40.3052,55.7680,0.2789,30.2061,0.9966,1.3939,37.4923
1,40.1031,57.0278,0.2807,29.2933,1.0282,1.3863,49.0776
1,40.3879,55.8414,0.2785,30.2509,1.0228,1.3833,46.4449
1,40.6318,55.5348,0.2771,29.5991,0.9691,1.3900,50.8508
1,40.6101,56.7725,0.2780,29.8284,1.0059,1.3892,37.9166
1,41.1923,56.5878,0.2749,29.3115,1.0198,1.3759,44.1168
1,40.6444,55.7386,0.2772,30.2425,1.0032,1.3884,36.7217
1,41.2589,56.8201,0.2747,29.4599,0.9915,1.3842,38.2611
1,39.7143,55.9457,0.2820,29.5442,0.9735,1.3993,54.9034
1,40.3465,56.2105,0.2790,29.6047,0.9794,1.3952,43.7910
1,40.7923,55.8633,0.2765,29.3291,1.0204,1.3810,41.2971
1,40.9540,56.7091,0.2762,30.1655,0.9880,1.3893,36.9020
1,39.7805,56.5377,0.2820,29.3303,0.9994,1.3985,43.2157
1,40.4798,57.0144,0.2788,29.9238,0.9978,1.3931,37.9301
1,41.3551,56.8382,0.2743,29.2802,0.9735,1.3836,46.3435
1,40.7238,55.6334,0.2767,29.4041,0.9720,1.3890,49.2046
1,40.0528,56.6587,0.2807,29.4514,0.9923,1.3976,41.5360
1,40.5472,55.6196,0.2776,30.2682,0.9916,1.3920,37.0764
1,40.7034,55.8076,0.2769,30.2139,0.9771,1.3918,41.3257
1,39.8349,56.2112,0.2815,29.6015,1.0035,1.3971,41.6392
1,40.0023,56.3931,0.2808,29.6708,1.0147,1.3926,41.9931
1,40.6629,55.6934,0.2771,29.5581,1.0252,1.3798,44.8375
1,40.5411,55.8384,0.2778,29.7178,0.9896,1.3923,38.3578
1,40.6810,56.7846,0.2776,29.8488,1.0006,1.3901,36.6795
1,40.6980,56.0660,0.2771,29.9955,1.0051,1.3878,36.5543
1,41.1290,56.6935,0.2753,29.3497,1.0135,1.3797,40.7959
1,41.0757,56.8999,0.2757,30.0278,1.0162,1.3778,46.0641
1,39.9795,56.6088,0.2810,30.1866,1.0284,1.3857,52.5071
1,41.0767,55.6261,0.2749,30.1652,1.0242,1.3730,48.8778
1,39.7526,55.7645,0.2817,30.1663,0.9916,1.3992,44.1306
1,41.0127,56.4604,0.2757,29.4937,0.9928,1.3872,36.5212
1,40.2972,56.8357,0.2796,29.9687,1.0063,1.3926,39.3576
1,40.6251,56.4812,0.2777,29.7578,0.9759,1.3932,43.1302
1,40.9824,55.5642,0.2754,30.0652,1.0234,1.3750,47.1742
1,40.1460,56.7894,0.2803,29.5667,0.9728,1.3977,49.2725
1,40.2104,55.7861,0.2794,29.3141,0.9972,1.3940,39.7718
1,40.7861,56.9089,0.2772,29.4843,0.9865,1.3912,39.0048
1,39.9739,56.0426,0.2807,29.8326,0.9786,1.3985,46.9338
1,39.8404,56.1093,0.2814,29.6840,1.0241,1.3899,47.1273
1,39.7790,56.2474,0.2818,29.8662,1.0089,1.3962,42.6438
1,41.0746,56.6722,0.2756,29.9906,0.9750,1.3885,42.0085
1,41.0594,56.1164,0.2753,30.1880,1.0139,1.3788,42.5572
1,40.7365,56.1188,0.2769,29.9543,1.0125,1.3845,39.4951
1,40.2925,55.6376,0.2789,29.9671,0.9914,1.3943,39.2965
1,39.9273,55.9035,0.2809,30.1175,0.9982,1.3971,40.7086
1,40.5936,55.8314,0.2775,30.1593,0.9938,1.3916,36.1068
1,41.1343,56.3883,0.2751,29.3286,0.9850,1.3860,39.7747
1,39.8120,56.2124,0.2816,29.3073,1.0088,1.3960,42.0490
1,40.8422,57.0292,0.2770,30.0641,0.9701,1.3919,44.9910
1,41.1075,55.6931,0.2748,29.8110,1.0263,1.3724,48.6650
1,40.5295,56.1277,0.2780,30.0883,0.9995,1.3916,35.8741
1,40.2701,56.9040,0.2798,29.8564,0.9987,1.3951,38.6054
1,40.9495,56.0571,0.2758,29.4831,0.9818,1.3880,40.9599
1,40.2218,56.3956,0.2797,29.7568,1.0193,1.3883,43.2477
1,39.9381,56.4675,0.2812,29.8563,1.0128,1.3938,42.3254
1,40.9139,55.8359,0.2759,29.7614,1.0159,1.3806,40.8136
1,41.1126,55.4681,0.2747,30.0384,0.9749,1.3854,44.1314
1,41.2316,55.8064,0.2743,29.3748,0.9964,1.3823,37.5812
1,41.2595,56.3261,0.2744,29.3501,0.9874,1.3840,39.1529
1,40.3445,56.1311,0.2789,29.9970,1.0184,1.3867,42.9333
1,41.1013,55.5225,0.2748,30.0172,0.9720,1.3856,45.6145
1,41.2598,56.6491,0.2746,30.1604,1.0018,1.3811,39.5329
1,41.3507,56.7127,0.2742,30.1127,0.9889,1.3834,38.5515
1,40.6894,56.8373,0.2776,29.5774,1.0217,1.3818,45.1776
1,40.0772,55.9145,0.2801,30.2223,1.0027,1.3948,39.2595
1,40.1953,56.5593,0.2799,30.1992,1.0010,1.3950,38.4603
1,40.7566,56.4325,0.2770,29.3951,1.0194,1.3823,41.5725
1,39.8267,56.7366,0.2819,29.2940,1.0038,1.3976,42.3946
1,40.2752,56.2942,0.2794,29.9804,0.9816,1.3968,41.4966
1,39.8819,55.7205,0.2810,29.3867,1.0212,1.3906,44.7203
1,40.7884,56.6897,0.2770,29.9646,0.9965,1.3898,36.0484
1,40.1193,55.8526,0.2799,30.0809,1.0228,1.3867,46.3255
1,40.2993,55.5655,0.2788,29.5090,1.0241,1.3846,44.4517
1,40.9067,56.3281,0.2762,29.6268,0.9979,1.3877,35.4135
1,40.7563,56.2502,0.2769,29.4370,0.9941,1.3900,36.2718
1,40.4605,57.0601,0.2789,29.2886,0.9945,1.3938,38.8009
1,40.9160,56.3110,0.2761,29.2780,1.0228,1.3787,43.3452
1,39.9575,55.5316,0.2805,29.3699,0.9896,1.3961,45.6849
1,40.4202,55.7483,0.2783,30.0721,1.0100,1.3888,38.8976
1,40.1573,55.6113,0.2796,30.2639,1.0237,1.3852,47.5872
1,40.7362,55.7149,0.2767,29.4430,1.0120,1.3847,37.9361
1,41.0433,56.8523,0.2758,30.1806,0.9922,1.3873,37.1687
1,40.4366,56.7962,0.2788,29.3025,0.9898,1.3944,39.5615
1,39.7862,55.5488,0.2814,29.9940,1.0012,1.3967,43.1598
1,40.3920,56.1958,0.2787,29.6603,0.9746,1.3948,45.9757
1,40.8264,56.3068,0.2766,30.1664,0.9997,1.3881,35.8620
1,40.6501,56.5882,0.2776,30.1969,1.0226,1.3804,48.0612
1,41.0731,55.6600,0.2750,30.0052,0.9994,1.3837,36.8568
1,40.2461,56.5604,0.2797,30.0245,0.9805,1.3975,42.0806
1,40.9114,55.8853,0.2759,29.9474,0.9813,1.3889,39.7719
1,40.0714,56.8815,0.2807,29.8450,0.9724,1.3990,49.0170
1,41.2135,55.8382,0.2744,29.5358,1.0243,1.3725,46.6645
1,40.6147,56.2193,0.2776,29.6454,0.9745,1.3925,44.8116
1,40.6640,55.9869,0.2772,29.9195,1.0251,1.3794,46.6834
1,40.0845,55.9007,0.2801,29.6254,1.0257,1.3866,46.3419
1,39.9364,56.1416,0.2810,29.6204,1.0181,1.3917,43.3966
1,41.0650,55.8621,0.2751,29.9400,0.9693,1.3868,46.3885
1,40.7663,56.0628,0.2768,29.7954,1.0184,1.3817,42.0086
1,40.3657,55.9725,0.2787,29.4817,0.9794,1.3942,44.8328
1,40.0282,57.1181,0.2811,30.2127,1.0274,1.3854,54.0460
1,39.7328,55.9712,0.2819,30.0464,1.0029,1.3977,42.8212
1,41.0565,56.3090,0.2754,30.0686,0.9869,1.3876,36.9989
1,40.9199,56.7854,0.2764,29.7377,0.9965,1.3881,36.3709
1,41.0438,55.5300,0.2751,30.1899,0.9871,1.3862,38.1523
1,41.3073,56.1686,0.2741,30.2261,0.9736,1.3849,42.5408
1,40.6491,55.7401,0.2772,29.9747,0.9737,1.3917,44.7496
1,40.9401,56.2182,0.2760,30.2668,1.0255,1.3745,50.6424
1,40.0714,56.0219,0.2802,30.2296,1.0164,1.3901,43.6323
1,40.7751,55.4555,0.2764,29.4570,1.0248,1.3783,44.5943
1,40.8098,56.1045,0.2766,29.4980,0.9856,1.3898,39.1723
1,40.0740,56.3552,0.2804,29.3984,0.9763,1.3974,48.8594
1,41.1777,55.8852,0.2746,29.9142,0.9715,1.3854,45.1930
1,41.0328,56.8757,0.2759,29.3354,0.9889,1.3877,38.4507
1,40.3324,55.7235,0.2788,30.0990,0.9953,1.3937,37.6746
1,40.0374,56.4005,0.2806,30.0636,0.9688,1.3990,50.3069
1,41.2869,56.3766,0.2743,29.9126,0.9849,1.3845,38.6996
1,41.0467,56.2111,0.2754,29.6383,0.9835,1.3874,39.3306
1,41.1670,55.4476,0.2744,30.2696,1.0165,1.3750,44.9373
1,40.2138,55.6574,0.2793,30.1804,1.0157,1.3885,42.5172
1,39.7889,55.8053,0.2815,29.5752,1.0146,1.3937,43.6478
1,40.8050,56.0829,0.2766,29.7853,0.9979,1.3887,35.2716
1,39.9276,57.0056,0.2815,30.0228,1.0193,1.3910,47.6007
1,40.8336,55.6141,0.2762,29.3730,0.9995,1.3867,36.8207
1,40.4547,56.6128,0.2786,29.6616,0.9899,1.3945,38.1788
1,40.5184,55.7324,0.2778,29.9236,0.9864,1.3928,39.2497
1,40.6202,55.7782,0.2773,29.4424,1.0145,1.3854,38.7754
1,39.8537,57.1345,0.2820,30.1081,0.9762,1.4013,49.1217
1,40.3062,55.8317,0.2789,29.5874,1.0068,1.3915,37.8384
1,40.7800,56.8307,0.2771,30.1078,1.0122,1.3839,42.2308
1,40.8085,56.8164,0.2770,29.7946,1.0031,1.3877,37.3034
1,40.2879,55.8736,0.2791,29.6302,0.9749,1.3949,47.5995
1,39.8303,55.8154,0.2813,30.2230,0.9733,1.3998,50.2130
1,40.5073,56.5541,0.2783,29.8674,0.9915,1.3939,37.0022
1,39.9553,56.2177,0.2809,29.8578,1.0103,1.3943,41.1482
1,40.5882,56.1946,0.2777,29.5386,1.0282,1.3799,47.0642
1,40.1753,55.7318,0.2796,30.0623,0.9808,1.3965,43.6192
1,41.0708,56.9993,0.2758,29.9206,1.0151,1.3786,45.3356
1,39.7296,55.9542,0.2819,29.4219,1.0149,1.3945,43.9868
1,41.1335,56.8523,0.2754,29.9567,1.0263,1.3718,53.3136
1,40.5494,56.1692,0.2779,29.5609,1.0113,1.3880,37.7658
1,39.9005,56.4538,0.2813,29.9438,0.9943,1.3988,41.5209
1,40.0721,56.2756,0.2804,29.9755,0.9727,1.3985,48.1167
1,40.7600,56.3672,0.2770,29.5972,1.0071,1.3870,36.6189
1,40.1563,56.1903,0.2799,29.8894,1.0033,1.3945,38.3429
1,40.0265,57.0574,0.2811,29.4183,0.9920,1.3981,42.8381
1,40.8325,56.0538,0.2764,29.4841,1.0188,1.3811,41.1655
1,40.1645,55.7221,0.2796,29.5362,0.9793,1.3955,47.0789
1,40.7481,57.0652,0.2775,30.2701,0.9712,1.3933,43.9157
1,41.1709,55.8902,0.2746,29.3673,1.0260,1.3727,46.7489
1,39.9990,56.6156,0.2809,29.5369,0.9844,1.3987,44.7121
1,40.6479,55.9071,0.2773,29.3053,1.0225,1.3820,42.1413
1,39.9937,55.6904,0.2804,29.9012,0.9780,1.3976,47.8059
1,39.9454,56.9268,0.2814,30.1618,1.0227,1.3890,49.8368
1,40.4302,55.7455,0.2783,29.9736,0.9739,1.3939,45.8174
1,41.0342,55.6775,0.2752,29.4139,1.0060,1.3826,37.2234
1,40.9175,56.1529,0.2760,29.4788,1.0173,1.3807,40.7046
1,39.7513,56.3505,0.2820,29.7759,1.0138,1.3950,43.9672
1,40.0991,55.9745,0.2801,30.1465,0.9999,1.3955,38.8218
1,41.0853,56.4045,0.2753,30.1191,1.0143,1.3785,43.2972
1,39.9365,56.0255,0.2809,29.9825,0.9938,1.3980,41.2401
1,40.6020,55.8578,0.2775,29.6551,0.9734,1.3917,46.4300
1,40.6481,55.8610,0.2772,29.7824,0.9910,1.3911,37.1717
1,39.8203,55.9714,0.2815,30.1576,1.0226,1.3899,48.1731
1,40.0037,56.4049,0.2808,29.4746,0.9753,1.3981,49.8190
1,40.5992,56.1867,0.2777,29.3666,1.0277,1.3803,45.8653
1,41.1150,55.9679,0.2749,29.4435,0.9771,1.3856,43.9064
1,40.4539,55.9113,0.2782,29.4017,0.9808,1.3930,43.9956
1,41.1013,56.9077,0.2756,29.7427,1.0174,1.3775,45.5464
1,40.8166,56.9717,0.2770,30.2114,0.9959,1.3894,37.4055
1,40.9672,57.0292,0.2763,30.0087,1.0087,1.3829,41.7177
1,40.6553,56.0067,0.2773,29.7581,0.9878,1.3916,37.9500
1,40.9799,56.2000,0.2758,30.1873,1.0126,1.3807,41.5271
1,41.2152,56.4857,0.2747,29.3443,1.0043,1.3817,37.5465
1,41.1129,56.8993,0.2755,30.0303,1.0105,1.3799,42.9366
1,40.2196,56.3704,0.2797,29.8466,0.9938,1.3961,38.4169
1,40.7009,56.6936,0.2775,29.7036,0.9772,1.3926,42.3229
1,40.9029,56.9553,0.2766,29.8927,0.9809,1.3906,40.0549
1,40.9492,55.8097,0.2757,29.5094,0.9963,1.3864,36.4125
1,40.6215,56.5718,0.2778,29.3393,1.0067,1.3892,36.4938
1,41.1459,56.3451,0.2750,29.2967,0.9916,1.3852,37.5723
1,39.9317,56.4676,0.2812,29.5631,1.0021,1.3970,40.6562
1,40.5862,56.2111,0.2777,29.5358,1.0218,1.3831,42.8573
1,39.8792,55.7536,0.2811,30.1109,1.0280,1.3865,50.8901
1,41.1832,55.6182,0.2744,29.7645,0.9963,1.3827,37.4737
1,40.3292,55.8728,0.2788,30.0480,0.9942,1.3943,37.5633
1,40.2145,56.1844,0.2796,29.8599,1.0005,1.3946,37.7465
1,40.0120,55.8535,0.2804,29.6191,1.0013,1.3955,40.2110
1,40.5057,55.7546,0.2779,29.3346,0.9933,1.3916,38.8268
1,40.5488,56.9152,0.2784,30.1858,1.0019,1.3910,38.3177
1,40.7884,56.1339,0.2767,29.5811,0.9843,1.3903,39.4152
1,39.8880,56.0354,0.2812,29.2814,1.0017,1.3965,41.8254
1,39.9850,55.8365,0.2806,29.4883,0.9905,1.3969,43.4129
1,41.1403,55.8634,0.2748,30.2015,0.9952,1.3842,36.5713
1,40.2480,56.6542,0.2797,29.9159,1.0123,1.3908,40.9790
